	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'se')	('consumption', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('obese', 'choice')	('obese', 'count')	('medication type', 'choice')	('medication type', 'count')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')
993	plasma	caffeine	clearance	l/h/kg	544			205.0	0.078	0.026	1.0			0.078							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
994	plasma	caffeine	plasma_binding	-	544			205.0	0.315	0.015	0.14300000000000002			0.045							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
995	plasma	caffeine	clearance_unbound	l/h/kg	544			205.0	0.11800000000000001	0.0114	0.289			0.0342							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
996	plasma	caffeine	concentration	µg/ml	544			205.0	['2.39e+00', '4.92e+00', '5.88e+00', '4.92e+00', '4.61e+00', '4.72e+00', '4.35e+00', '3.56e+00', '3.19e+00', '2.69e+00', '4.70e-01', '2.10e-01']	['8.20e-01', '1.20e+00', '1.18e+00', '6.20e-01', '4.60e-01', '5.00e-01', '4.30e-01', '2.20e-01', '2.70e-01', '3.00e-01', '1.00e-02', '1.00e-02']	['1.03e+00', '7.32e-01', '6.02e-01', '3.78e-01', '2.99e-01', '3.18e-01', '2.97e-01', '1.85e-01', '2.54e-01', '3.35e-01', '6.38e-02', '1.43e-01']	h	['1.30e-01', '2.80e-01', '6.50e-01', '1.31e+00', '1.57e+00', '1.76e+00', '2.66e+00', '3.63e+00', '5.76e+00', '7.75e+00', '2.39e+01', '3.19e+01']		/media/data/Patwardhan1980_Fig1.png	57.3981	0.10384114182735396				dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
997	plasma	caffeine	thalf	h	544			206.0	10.7	1.0	0.28			3.0							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
998	plasma	caffeine	vd	l/kg	544			206.0	0.72	0.08	0.33299999999999996			0.24							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
999	plasma	caffeine	vd	l/kg	544			206.0	0.75	0.0933	0.373			0.28							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
1000	plasma	caffeine	clearance	l/h/kg	544			206.0	0.0474	0.0158	1.0			0.0474							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
1001	plasma	caffeine	plasma_binding	-	544			206.0	0.293	0.0072299999999999994	0.0739			0.0217							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
1002	plasma	caffeine	clearance_unbound	l/h/kg	544			206.0	0.0672	0.0056	0.25			0.0168							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
1003	plasma	caffeine	concentration	µg/ml	544			206.0	['3.79e+00', '6.32e+00', '6.83e+00', '7.37e+00', '6.00e+00', '6.29e+00', '5.09e+00', '4.81e+00', '4.20e+00', '4.23e+00', '3.76e+00', '1.14e+00', '7.20e-01']	['1.18e+00', '8.70e-01', '8.10e-01', '9.70e-01', '5.20e-01', '4.20e-01', '5.40e-01', '4.40e-01', '8.40e-01', '6.10e-01', '4.00e-01', '1.30e-01', '5.00e-02']	['9.34e-01', '4.13e-01', '3.56e-01', '3.95e-01', '2.60e-01', '2.00e-01', '3.18e-01', '2.74e-01', '6.00e-01', '4.33e-01', '3.19e-01', '3.42e-01', '2.08e-01']	h	['2.90e-01', '3.10e-01', '5.00e-01', '6.80e-01', '1.21e+00', '1.72e+00', '2.69e+00', '3.66e+00', '4.63e+00', '5.72e+00', '7.77e+00', '2.38e+01', '3.18e+01']		/media/data/Patwardhan1980_Fig1.png	83.53079999999999	0.07137446244418752				dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	206	oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.16399999999999998		58.4			9.6	3.2	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	Y	9																											Y	31.0																																																																																																																																																								
1004	plasma	caffeine	auc_inf	µmol*h/l	554			219.0										268.0	131.0	169.0	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1005	plasma	caffeine	clearance	l/h	554			219.0										7.86	3.84	6.06	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1006	plasma	caffeine	cmax	µmol/l	554			219.0										30.1	17.7	24.4	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1007	plasma	caffeine	thalf	h	554			219.0										8.0	2.7	5.9	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1008	saliva	caffeine	auc_inf	µmol*h/l	554			219.0										172.0	87.0	130.0	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1009	saliva	caffeine	clearance	l/h	554			219.0										11.8	5.94	7.02	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1010	saliva	caffeine	cmax	µmol/l	554			219.0										22.9	13.9	17.9	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1011	saliva	caffeine	thalf	h	554			219.0										9.7	4.1	6.8	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1012	plasma	paraxanthine/caffeine	ratio	-	554			219.0	['3.40e-01', '4.30e-01', '5.40e-01', '5.90e-01', '8.20e-01', '9.70e-01']	['2.31e-02', '3.18e-02', '4.62e-02', '5.20e-02', '8.37e-02', '1.01e-01']	['2.35e-01', '2.56e-01', '2.96e-01', '3.05e-01', '3.54e-01', '3.61e-01']	h	['3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']	['8.00e-02', '1.10e-01', '1.60e-01', '1.80e-01', '2.90e-01', '3.50e-01']	/media/data/Spigset1999a_Tab2.png	4.635		['4.70e-01', '6.40e-01', '8.30e-01', '9.40e-01', '1.44e+00', '1.66e+00']	['2.20e-01', '2.70e-01', '3.10e-01', '3.80e-01', '4.70e-01', '5.00e-01']	['3.20e-01', '4.00e-01', '5.00e-01', '5.70e-01', '7.80e-01', '9.40e-01']	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1013	saliva	paraxanthine/caffeine	ratio	-	554			219.0	['3.60e-01', '4.70e-01', '5.50e-01', '7.00e-01', '8.80e-01', '1.02e+00']	['2.60e-02', '3.75e-02', '3.75e-02', '5.20e-02', '7.22e-02', '8.08e-02']	['2.50e-01', '2.77e-01', '2.36e-01', '2.57e-01', '2.84e-01', '2.75e-01']	h	['3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']	['9.00e-02', '1.30e-01', '1.30e-01', '1.80e-01', '2.50e-01', '2.80e-01']	/media/data/Spigset1999a_Tab2.png	5.0299999999999985		['5.40e-01', '7.10e-01', '7.80e-01', '1.01e+00', '1.28e+00', '1.49e+00']	['2.30e-01', '2.80e-01', '3.70e-01', '4.50e-01', '5.50e-01', '6.10e-01']	['3.60e-01', '4.50e-01', '5.80e-01', '7.00e-01', '9.00e-01', '1.00e+00']	dosing	oral	mg	caffeine	200.0	h	0.0	tablet	single dose					Spigset1999a	219	all	homo sapiens	12	Y	12.0	M	12	12.0	0.0975		23.6			2.3	0.664	yr	12.0	0.10800000000000001		74.2			8.0	2.31	kg	N	12						N	12	Y	12.0																																																																																																																																																																																						
1014	plasma	indocyanogreen	clearance	l/h/kg	596			225.0	0.252	0.052	0.619			0.156				0.57	0.084		dosing	iv	mg/kg	indocyanogreen	0.5	h	0.0	solution	single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1015	plasma	caffeine	concentration	µmol/l	594			225.0	11.1	3.5	0.946	h	0.0	10.5				32.8	0.5		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1016	plasma	caffeine	kel	1/h	594			225.0	0.11	0.006670000000000001	0.182			0.02				0.15	0.06		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1017	plasma	caffeine	vd	l/kg	594			225.0	0.0006	6.670000000000001e-05	0.33299999999999996			0.0002				0.001	0.0004		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1018	plasma	caffeine	clearance	l/h/kg	594			225.0	0.06	0.006	0.3			0.018				0.102	0.042		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1019	plasma	caffeine	concentration	µmol/l	594			225.0	5.4	0.5329999999999999	0.29600000000000004	h	12.0	1.6				7.3	2.4		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1020	plasma	caffeine	concentration	µmol/l	594			225.0	['1.45e+01', '1.05e+01', '7.57e+00', '5.63e+00']			h	['3.00e+00', '6.00e+00', '9.00e+00', '1.20e+01']		/media/data/Wang1985_Fig1.png	84.36	0.10551538285590104				dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	225	cirrhosis	homo sapiens	9			('F', 'M')	(1, 8)	9.0	0.175	71.0	57.0		44.0	10.0	3.33	yr										('Y', 'N')	(3, 6)	caffeine	27		4.00e+00	day	('N', 'Y')	(1, 8)	Y	27.0														cirrhosis	9.0																																																																																																																																																																							
1021	plasma	indocyanogreen	clearance	l/h/kg	596			227.0	0.606	0.0436	0.228			0.138				0.8340000000000001	0.414		dosing	iv	mg/kg	indocyanogreen	0.5	h	0.0	solution	single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1022	plasma	caffeine	concentration	µmol/l	594			227.0	1.5	0.253	0.5329999999999999	h	0.0	0.8				3.1	0.1		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1023	plasma	caffeine	kel	1/h	594			227.0	0.23	0.0126	0.174			0.04				0.29	0.17		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1024	plasma	caffeine	vd	l/kg	594			227.0	0.0009	9.49e-05	0.33299999999999996			0.0003				0.0016	0.0004		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1025	plasma	caffeine	clearance	l/h/kg	594			227.0	0.18600000000000003	0.0171	0.29			0.054				0.3	0.114		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1026	plasma	caffeine	concentration	µmol/l	594			227.0	0.8	0.0632	0.25	h	12.0	0.2				1.1	0.4		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1027	plasma	caffeine	concentration	µmol/l	594			227.0	['6.43e+00', '2.93e+00', '1.72e+00', '8.20e-01']			h	['3.00e+00', '6.00e+00', '9.00e+00', '1.20e+01']		/media/data/Wang1985_Fig1.png	24.825	0.2236984854374571				dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	227	healthy	homo sapiens	10	Y	10.0	('M', 'F')	(5, 5)	10.0		30.0			25.0			yr										('Y', 'N')	(5, 5)	caffeine	27		4.00e+00	day	N	10	Y	27.0	N	10																																																																																																																																																																																				
1028	plasma	indocyanogreen	clearance	l/h/kg	596			226.0	0.37799999999999995	0.0467	0.349			0.132				0.618	0.252		dosing	iv	mg/kg	indocyanogreen	0.5	h	0.0	solution	single dose					Wang1985	226	non-cirrhotic liver disease	homo sapiens	8			('F', 'M')	(1, 7)	8.0	0.261	62.0	46.0		21.0	12.0	4.24	yr										('Y', 'N')	(2, 6)	caffeine	27		4.00e+00	day	('Y', 'N')	(2, 6)	Y	27.0														non-cirrhotic liver disease	8.0																																																																																																																																																																							
1029	plasma	caffeine	concentration	µmol/l	594			226.0	3.1	1.1	1.0	h	0.0	3.1				8.4	0.2		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	226	non-cirrhotic liver disease	homo sapiens	8			('F', 'M')	(1, 7)	8.0	0.261	62.0	46.0		21.0	12.0	4.24	yr										('Y', 'N')	(2, 6)	caffeine	27		4.00e+00	day	('Y', 'N')	(2, 6)	Y	27.0														non-cirrhotic liver disease	8.0																																																																																																																																																																							
1030	plasma	caffeine	kel	1/h	594			226.0	0.18	0.0141	0.222			0.04				0.21	0.11		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	226	non-cirrhotic liver disease	homo sapiens	8			('F', 'M')	(1, 7)	8.0	0.261	62.0	46.0		21.0	12.0	4.24	yr										('Y', 'N')	(2, 6)	caffeine	27		4.00e+00	day	('Y', 'N')	(2, 6)	Y	27.0														non-cirrhotic liver disease	8.0																																																																																																																																																																							
1031	plasma	caffeine	vd	l/kg	594			226.0	0.0008	0.000106	0.375			0.0003				0.0012	0.0006		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	226	non-cirrhotic liver disease	homo sapiens	8			('F', 'M')	(1, 7)	8.0	0.261	62.0	46.0		21.0	12.0	4.24	yr										('Y', 'N')	(2, 6)	caffeine	27		4.00e+00	day	('Y', 'N')	(2, 6)	Y	27.0														non-cirrhotic liver disease	8.0																																																																																																																																																																							
1032	plasma	caffeine	clearance	l/h/kg	594			226.0	0.132	0.0148	0.318			0.042				0.198	0.06		dosing	oral	mg	caffeine	140.0	h	0.0		single dose					Wang1985	226	non-cirrhotic liver disease	homo sapiens	8			('F', 'M')	(1, 7)	8.0	0.261	62.0	46.0		21.0	12.0	4.24	yr										('Y', 'N')	(2, 6)	caffeine	27		4.00e+00	day	('Y', 'N')	(2, 6)	Y	27.0														non-cirrhotic liver disease	8.0																																																																																																																																																																							
