study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median
Ferrannini1979	timecourses	2716	plasma	insulin	rate_secretion	mU/min	3246			931.0	['2.36e+00', '5.26e+01', '9.47e+01', '9.51e+01', '7.24e+01', '5.28e+01', '4.05e+01', '3.45e+01', '3.30e+01', '3.32e+01', '3.34e+01', '3.35e+01', '3.15e+01', '2.92e+01', '2.74e+01', '2.55e+01', '2.38e+01', '2.28e+01', '2.19e+01', '1.97e+01', '1.86e+01', '1.78e+01', '1.69e+01', '1.61e+01', '1.48e+01', '1.45e+01', '1.43e+01', '1.42e+01', '1.41e+01', '1.42e+01', '1.41e+01', '1.36e+01', '1.32e+01', '1.23e+01', '1.21e+01', '1.15e+01', '1.11e+01', '1.11e+01', '1.13e+01', '1.14e+01', '1.14e+01', '1.14e+01', '1.14e+01', '1.02e+01', '1.01e+01', '1.03e+01', '1.05e+01', '9.30e+00', '9.31e+00', '9.21e+00', '9.32e+00', '9.33e+00', '8.33e+00', '8.34e+00', '8.55e+00', '8.45e+00', '7.24e+00', '7.45e+00', '7.46e+00', '7.47e+00', '6.36e+00', '6.37e+00', '6.38e+00', '6.39e+00', '5.38e+00', '5.19e+00', '5.30e+00', '5.31e+00', '5.01e+00', '5.02e+00', '5.03e+00', '4.33e+00', '4.23e+00', '3.94e+00', '4.15e+00', '4.06e+00', '4.17e+00', '4.18e+00', '4.18e+00', '4.19e+00', '4.31e+00', '6.04e+00', '6.16e+00', '6.47e+00', '6.27e+00', '5.78e+00', '5.99e+00', '6.00e+00', '6.11e+00', '6.02e+00', '5.82e+00']	['8.10e-01', '4.68e+00', '1.04e+01', '1.13e+01', '1.19e+01', '8.44e+00', '8.45e+00', '5.80e+00', '4.38e+00', '5.19e+00', '1.53e+00', '3.36e+00', '4.17e+00', '3.87e+00', '4.27e+00', '4.58e+00', '2.95e+00', '3.26e+00', '2.65e+00', '3.56e+00', '3.15e+00', '2.54e+00', '2.54e+00', '2.34e+00', '2.65e+00', '2.65e+00', '2.75e+00', '2.54e+00', '2.44e+00', '2.34e+00', '2.34e+00', '2.44e+00', '1.93e+00', '2.95e+00', '2.65e+00', '1.93e+00', '2.13e+00', '2.03e+00', '1.52e+00', '1.42e+00', '1.63e+00', '1.63e+00', '1.22e+00', '1.63e+00', '1.73e+00', '1.43e+00', '1.42e+00', '1.42e+00', '1.22e+00', '1.43e+00', '1.42e+00', '1.32e+00', '1.32e+00', '1.32e+00', '1.12e+00', '1.63e+00', '1.22e+00', '1.32e+00', '1.32e+00', '1.22e+00', '1.32e+00', '1.73e+00', '1.42e+00', '9.20e-01', '9.20e-01', '1.12e+00', '6.10e-01', '7.10e-01', '1.12e+00', '7.10e-01', '1.02e+00', '7.10e-01', '1.02e+00', '1.12e+00', '9.10e-01', '9.10e-01', '8.10e-01', '1.12e+00', '7.10e-01', '7.10e-01', '7.10e-01', '1.02e+00', '1.32e+00', '8.10e-01', '8.10e-01', '1.12e+00', '9.20e-01', '8.20e-01', '6.10e-01', '8.10e-01', '8.10e-01']	['1.42e+00', '3.67e-01', '4.52e-01', '4.90e-01', '6.78e-01', '6.60e-01', '8.61e-01', '6.94e-01', '5.46e-01', '6.45e-01', '1.89e-01', '4.14e-01', '5.47e-01', '5.46e-01', '6.42e-01', '7.41e-01', '5.12e-01', '5.91e-01', '4.98e-01', '7.44e-01', '6.98e-01', '5.88e-01', '6.20e-01', '5.99e-01', '7.39e-01', '7.54e-01', '7.93e-01', '7.38e-01', '7.13e-01', '6.78e-01', '6.83e-01', '7.38e-01', '6.01e-01', '9.87e-01', '9.01e-01', '6.90e-01', '7.89e-01', '7.51e-01', '5.52e-01', '5.15e-01', '5.91e-01', '5.91e-01', '4.42e-01', '6.60e-01', '7.08e-01', '5.72e-01', '5.57e-01', '6.30e-01', '5.40e-01', '6.40e-01', '6.28e-01', '5.83e-01', '6.53e-01', '6.53e-01', '5.40e-01', '7.95e-01', '6.95e-01', '7.31e-01', '7.30e-01', '6.73e-01', '8.56e-01', '1.12e+00', '9.18e-01', '5.94e-01', '7.05e-01', '8.90e-01', '4.75e-01', '5.51e-01', '9.22e-01', '5.83e-01', '8.36e-01', '6.76e-01', '9.94e-01', '1.17e+00', '9.04e-01', '9.24e-01', '8.01e-01', '1.10e+00', '7.00e-01', '6.99e-01', '6.79e-01', '6.96e-01', '8.84e-01', '5.16e-01', '5.33e-01', '7.99e-01', '6.33e-01', '5.63e-01', '4.12e-01', '5.55e-01', '5.74e-01']	h	['-7.83e-03', '8.17e-03', '2.20e-02', '3.90e-02', '5.68e-02', '7.30e-02', '8.97e-02', '1.07e-01', '1.24e-01', '1.42e-01', '1.59e-01', '1.72e-01', '1.90e-01', '2.08e-01', '2.24e-01', '2.41e-01', '2.58e-01', '2.74e-01', '2.92e-01', '3.09e-01', '3.23e-01', '3.40e-01', '3.59e-01', '3.76e-01', '3.92e-01', '4.07e-01', '4.24e-01', '4.44e-01', '4.61e-01', '4.76e-01', '4.94e-01', '5.07e-01', '5.25e-01', '5.42e-01', '5.59e-01', '5.74e-01', '5.92e-01', '6.12e-01', '6.28e-01', '6.42e-01', '6.58e-01', '6.75e-01', '6.91e-01', '7.10e-01', '7.25e-01', '7.44e-01', '7.58e-01', '7.76e-01', '7.92e-01', '8.11e-01', '8.27e-01', '8.41e-01', '8.60e-01', '8.79e-01', '8.93e-01', '9.07e-01', '9.29e-01', '9.43e-01', '9.60e-01', '9.76e-01', '9.92e-01', '1.01e+00', '1.03e+00', '1.04e+00', '1.06e+00', '1.08e+00', '1.09e+00', '1.11e+00', '1.13e+00', '1.14e+00', '1.16e+00', '1.18e+00', '1.19e+00', '1.21e+00', '1.23e+00', '1.24e+00', '1.26e+00', '1.27e+00', '1.29e+00', '1.31e+00', '1.33e+00', '1.34e+00', '1.36e+00', '1.38e+00', '1.39e+00', '1.41e+00', '1.43e+00', '1.44e+00', '1.46e+00', '1.48e+00', '1.50e+00']		/media/data/Ferrannini1979_Fig4.png	23.317170000000008	1.5605467480178443			
McLean2002	timecourses	3173	plasma	caffeine	concentration	µmol/l	3294			975.0	['5.00e-02', '3.91e+01', '4.34e+01', '4.12e+01', '3.38e+01', '2.45e+01']	['3.00e-02', '4.42e+00', '2.16e+00', '2.42e+00', '3.06e+00', '2.44e+00']	['1.70e+00', '3.20e-01', '1.41e-01', '1.66e-01', '2.56e-01', '2.82e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	257.225	0.09718903965016128			
McLean2002	timecourses	3174	plasma	caffeine	concentration	µmol/l	3294			975.0	['9.00e-02', '3.43e+01', '4.07e+01', '3.81e+01', '3.59e+01', '2.64e+01']	['8.00e-02', '3.00e+00', '3.11e+00', '2.17e+00', '1.95e+00', '2.98e+00']	['2.51e+00', '2.47e-01', '2.16e-01', '1.61e-01', '1.54e-01', '3.19e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	255.695	0.07273977573386023			
Ferrannini1988	timecourses	2721	plasma	glucose	concentration	µg/ml	3248			933.0	['9.39e+02', '9.34e+02', '1.23e+03', '1.62e+03', '1.81e+03', '1.92e+03', '1.81e+03', '1.66e+03', '1.54e+03', '1.50e+03', '1.46e+03', '1.42e+03', '1.32e+03', '1.24e+03', '1.14e+03', '1.02e+03']	['1.01e+02', '8.51e+01', '6.97e+01', '9.28e+01', '9.28e+01', '1.16e+02', '1.08e+02', '1.00e+02', '1.01e+02', '1.01e+02', '9.28e+01', '1.01e+02', '9.28e+01', '6.97e+01', '1.01e+02', '9.28e+01']	['3.39e-01', '2.88e-01', '1.79e-01', '1.81e-01', '1.62e-01', '1.91e-01', '1.89e-01', '1.91e-01', '2.06e-01', '2.12e-01', '2.01e-01', '2.23e-01', '2.23e-01', '1.78e-01', '2.80e-01', '2.87e-01']	h	['-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00']		/media/data/Ferrannini1988_Fig1.png	5474.575	0.22762915732357894			
Ferrannini1988	timecourses	2722	plasma	glucose	concentration	µg/ml	3248			934.0	['1.94e+03', '1.93e+03', '2.24e+03', '2.63e+03', '2.94e+03', '3.12e+03', '3.30e+03', '3.37e+03', '3.50e+03', '3.39e+03', '3.28e+03', '3.24e+03', '3.05e+03', '3.00e+03', '2.95e+03', '2.88e+03']	['1.93e+02', '1.86e+02', '1.86e+02', '2.17e+02', '1.62e+02', '1.93e+02', '2.09e+02', '2.17e+02', '2.40e+02', '2.24e+02', '2.32e+02', '2.24e+02', '2.17e+02', '2.48e+02', '2.24e+02', '1.93e+02']	['3.45e-01', '3.33e-01', '2.87e-01', '2.85e-01', '1.92e-01', '2.15e-01', '2.20e-01', '2.23e-01', '2.37e-01', '2.29e-01', '2.45e-01', '2.40e-01', '2.46e-01', '2.86e-01', '2.64e-01', '2.33e-01']	h	['-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00']		/media/data/Ferrannini1988_Fig1.png	11248.5375	0.11439120457407695			
Ferrannini1988	timecourses	2723	plasma	insulin	concentration	µU/ml	3248			933.0	[None, '1.13e+01', None, '6.06e+01', None, '8.37e+01', None, '7.29e+01', None, '6.55e+01', None, '5.69e+01', None, '5.02e+01', None, '3.23e+01']	[None, '3.10e+00', None, '5.89e+00', None, '8.99e+00', None, '9.30e+00', None, '1.39e+01', None, '1.27e+01', None, '1.12e+01', None, '7.13e+00']	[None, '8.70e-01', None, '3.07e-01', None, '3.40e-01', None, '4.03e-01', None, '6.73e-01', None, '7.06e-01', None, '7.03e-01', None, '6.98e-01']	h	['-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00']		/media/data/Ferrannini1988_Fig1.png					
Ferrannini1988	timecourses	2724	plasma	insulin	concentration	µU/ml	3248			934.0	[None, '2.15e+01', None, '4.08e+01', None, '4.15e+01', None, '5.03e+01', None, '5.25e+01', None, '5.17e+01', None, '4.34e+01', None, '4.87e+01']	[None, '5.58e+00', None, '9.30e+00', None, '9.30e+00', None, '1.21e+01', None, '1.21e+01', None, '1.43e+01', None, '1.18e+01', None, '1.30e+01']	[None, '8.99e-01', None, '7.90e-01', None, '7.76e-01', None, '8.33e-01', None, '7.98e-01', None, '9.56e-01', None, '9.41e-01', None, '9.26e-01']	h	['-3.33e-01', '0.00e+00', '2.50e-01', '5.00e-01', '7.50e-01', '1.00e+00', '1.25e+00', '1.50e+00', '1.75e+00', '2.00e+00', '2.25e+00', '2.50e+00', '2.75e+00', '3.00e+00', '3.25e+00', '3.50e+00']		/media/data/Ferrannini1988_Fig1.png					
Ferrannini1988	timecourses	2731	plasma	glucose	ra	mg/kg/min	3248			933.0	['2.19e+00', '5.00e+00', '6.90e+00', '6.88e+00', '6.76e+00', '5.06e+00', '3.12e+00', '4.34e+00', '4.75e+00', '3.90e+00', '3.16e+00', '3.99e+00', '2.60e+00', '2.46e+00', '1.84e+00']	['1.90e-01', '5.40e-01', '5.20e-01', '4.10e-01', '6.60e-01', '7.90e-01', '5.80e-01', '5.40e-01', '6.60e-01', '5.40e-01', '5.20e-01', '5.20e-01', '6.40e-01', '4.50e-01', '5.80e-01']	['2.74e-01', '3.42e-01', '2.38e-01', '1.88e-01', '3.09e-01', '4.94e-01', '5.88e-01', '3.93e-01', '4.39e-01', '4.38e-01', '5.20e-01', '4.12e-01', '7.78e-01', '5.78e-01', '9.97e-01']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig2.png	15.533333333333356	0.3887695127609497			
Ferrannini1988	timecourses	2732	plasma	glucose	ra	mg/kg/min	3248			934.0	['2.60e+00', '5.31e+00', '7.93e+00', '7.58e+00', '6.40e+00', '6.49e+00', '4.98e+00', '6.30e+00', '4.36e+00', '4.19e+00', '3.47e+00', '2.81e+00', '2.27e+00', '2.23e+00', '1.57e+00']	['3.10e-01', '5.20e-01', '6.60e-01', '4.80e-01', '5.40e-01', '5.20e-01', '3.30e-01', '6.60e-01', '6.00e-01', '5.60e-01', '4.50e-01', '4.80e-01', '4.80e-01', '6.00e-01', '4.30e-01']	['4.13e-01', '3.39e-01', '2.88e-01', '2.19e-01', '2.92e-01', '2.78e-01', '2.30e-01', '3.63e-01', '4.77e-01', '4.63e-01', '4.49e-01', '5.92e-01', '7.32e-01', '9.32e-01', '9.49e-01']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig2.png	16.930833333333357	0.5191808536230724			
Ferrannini1988	timecourses	2733	plasma	glucose	ra	mg/kg/min	3248			933.0	[None, '4.21e+00', '6.03e+00', '6.65e+00', '5.30e+00', '3.87e+00', '2.54e+00', '3.77e+00', '3.91e+00', '3.22e+00', '2.88e+00', '3.59e+00', '2.12e+00', '1.53e+00', '1.01e+00']	[None, '6.00e-01', '5.40e-01', '4.40e-01', '7.90e-01', '5.00e-01', '5.60e-01', '4.80e-01', '7.50e-01', '5.80e-01', '8.30e-01', '5.40e-01', '7.10e-01', '4.20e-01', '3.80e-01']	[None, '4.51e-01', '2.83e-01', '2.09e-01', '4.71e-01', '4.09e-01', '6.97e-01', '4.03e-01', '6.07e-01', '5.70e-01', '9.11e-01', '4.76e-01', '1.06e+00', '8.68e-01', '1.19e+00']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig2.png					
Ferrannini1988	timecourses	2734	plasma	glucose	ra	mg/kg/min	3248			934.0	[None, '4.65e+00', '5.70e+00', '6.29e+00', '4.80e+00', '5.58e+00', '3.99e+00', '4.98e+00', '2.48e+00', '2.98e+00', '2.32e+00', '2.34e+00', '9.90e-01', '1.21e+00', '7.10e-01']	[None, '4.80e-01', '6.00e-01', '4.20e-01', '5.40e-01', '5.20e-01', '3.40e-01', '9.30e-01', '2.80e-01', '7.10e-01', '4.40e-01', '5.40e-01', '4.20e-01', '4.20e-01', '3.80e-01']	[None, '3.58e-01', '3.65e-01', '2.31e-01', '3.90e-01', '3.23e-01', '2.95e-01', '6.47e-01', '3.91e-01', '8.25e-01', '6.57e-01', '7.99e-01', '1.47e+00', '1.20e+00', '1.85e+00']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig2.png					
Ferrannini1988	timecourses	2735	plasma	glucose	ra	mg/kg/min	3248			933.0	['2.20e+00', '9.30e-01', '6.60e-01', '4.00e-02', '1.14e+00', '9.10e-01', '7.50e-01', '5.20e-01', '6.80e-01', '6.60e-01', '4.10e-01', '5.80e-01', '6.20e-01', '1.22e+00', '8.70e-01']	['2.90e-01', '4.10e-01', '5.00e-01', '3.50e-01', '5.00e-01', '5.20e-01', '4.10e-01', '3.50e-01', '4.60e-01', '4.60e-01', '4.10e-01', '4.40e-01', '4.10e-01', '5.00e-01', '6.00e-01']	['4.17e-01', '1.39e+00', '2.40e+00', '2.77e+01', '1.39e+00', '1.81e+00', '1.73e+00', '2.13e+00', '2.14e+00', '2.20e+00', '3.16e+00', '2.40e+00', '2.09e+00', '1.30e+00', '2.18e+00']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig2.png	2.7941666666666705	-0.018308259559837968			
Ferrannini1988	timecourses	2736	plasma	glucose	ra	mg/kg/min	3248			934.0	['2.53e+00', '1.31e+00', '1.87e+00', '1.22e+00', '1.31e+00', '1.12e+00', '5.00e-01', '8.10e-01', '1.66e+00', '9.70e-01', '1.14e+00', '1.06e+00', '1.06e+00', '1.04e+00', '8.90e-01']	['3.10e-01', '5.40e-01', '4.60e-01', '5.40e-01', '3.10e-01', '3.30e-01', '4.10e-01', '4.10e-01', '3.30e-01', '3.30e-01', '3.30e-01', '4.10e-01', '5.60e-01', '4.40e-01', '4.40e-01']	['4.24e-01', '1.43e+00', '8.52e-01', '1.53e+00', '8.20e-01', '1.02e+00', '2.84e+00', '1.75e+00', '6.89e-01', '1.18e+00', '1.00e+00', '1.34e+00', '1.83e+00', '1.47e+00', '1.71e+00']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig2.png	4.355000000000005	0.16666117742921274			
Ferrannini1988	timecourses	2741	plasma	glucose	rd	mg/kg/min	3248			933.0	['2.26e+00', '1.12e+00', '2.11e+00', '3.90e+00', '5.65e+00', '6.05e+00', '4.99e+00', '6.10e+00', '5.54e+00', '4.19e+00', '4.57e+00', '5.29e+00', '3.13e+00', '3.73e+00', '3.10e+00']	['2.00e-01', '3.60e-01', '3.30e-01', '4.50e-01', '6.40e-01', '7.20e-01', '6.90e-01', '5.50e-01', '5.50e-01', '4.80e-01', '4.10e-01', '7.00e-01', '6.10e-01', '4.70e-01', '5.00e-01']	['2.80e-01', '1.02e+00', '4.95e-01', '3.65e-01', '3.58e-01', '3.76e-01', '4.37e-01', '2.85e-01', '3.14e-01', '3.62e-01', '2.84e-01', '4.18e-01', '6.16e-01', '3.98e-01', '5.10e-01']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig3.png	14.903333333333356	0.3545160047864931			
Ferrannini1988	timecourses	2742	plasma	glucose	rd	mg/kg/min	3248			934.0	['2.57e+00', '1.70e+00', '2.87e+00', '3.37e+00', '3.43e+00', '4.15e+00', '3.37e+00', '5.02e+00', '4.88e+00', '5.18e+00', '4.30e+00', '4.46e+00', '3.93e+00', '4.38e+00', '2.76e+00']	['3.60e-01', '2.30e-01', '5.30e-01', '5.10e-01', '5.00e-01', '4.10e-01', '4.70e-01', '6.40e-01', '4.40e-01', '8.10e-01', '5.60e-01', '3.90e-01', '3.70e-01', '4.50e-01', '4.80e-01']	['4.85e-01', '4.69e-01', '6.40e-01', '5.24e-01', '5.05e-01', '3.42e-01', '4.83e-01', '4.42e-01', '3.12e-01', '5.42e-01', '4.51e-01', '3.03e-01', '3.26e-01', '3.56e-01', '6.02e-01']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig3.png	13.604166666666679	0.3678948706052519			
Ferrannini1988	timecourses	2743	plasma	glucose	clearance	ml/kg/min	3248			933.0	['1.21e+00', '8.30e-01', '1.10e+00', '1.10e+00', '1.08e+00', '1.22e+00', '9.40e-01', '1.21e+00', '1.19e+00', '1.52e+00', '1.21e+00', '1.24e+00', '1.21e+00', '1.49e+00', '1.16e+00']	['3.40e-01', '2.70e-01', '2.80e-01', '2.50e-01', '2.30e-01', '3.10e-01', '2.70e-01', '2.70e-01', '2.50e-01', '3.30e-01', '3.80e-01', '3.60e-01', '3.00e-01', '3.00e-01', '3.10e-01']	['8.89e-01', '1.03e+00', '8.05e-01', '7.19e-01', '6.73e-01', '8.04e-01', '9.08e-01', '7.06e-01', '6.64e-01', '6.87e-01', '9.93e-01', '9.18e-01', '7.84e-01', '6.37e-01', '8.45e-01']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig3.png	4.216250000000004	0.08588290144705152			
Ferrannini1988	timecourses	2744	plasma	glucose	clearance	ml/kg/min	3248			934.0	['2.44e+00', '1.19e+00', '1.36e+00', '2.22e+00', '2.99e+00', '3.29e+00', '2.99e+00', '3.96e+00', '3.79e+00', '3.01e+00', '3.27e+00', '4.23e+00', '2.74e+00', '3.35e+00', '2.88e+00']	['2.00e-01', '5.80e-01', '3.80e-01', '4.20e-01', '5.00e-01', '4.10e-01', '4.70e-01', '5.00e-01', '4.90e-01', '5.00e-01', '4.10e-01', '4.90e-01', '5.30e-01', '3.30e-01', '5.50e-01']	['2.84e-01', '1.69e+00', '9.68e-01', '6.55e-01', '5.79e-01', '4.32e-01', '5.45e-01', '4.37e-01', '4.48e-01', '5.75e-01', '4.34e-01', '4.01e-01', '6.70e-01', '3.41e-01', '6.62e-01']	h	['-1.67e-01', '1.67e-01', '4.17e-01', '6.67e-01', '9.17e-01', '1.17e+00', '1.42e+00', '1.67e+00', '1.92e+00', '2.17e+00', '2.42e+00', '2.67e+00', '2.92e+00', '3.17e+00', '3.42e+00']		/media/data/Ferrannini1988_Fig3.png	10.413750000000013	0.3808930685176001			
McLean2002	timecourses	3175	plasma	caffeine	concentration	µmol/l	3294			975.0	['2.90e-01', '4.11e+01', '4.35e+01', '3.93e+01', '3.56e+01', '2.47e+01']	['2.70e-01', '2.87e+00', '2.16e+00', '2.65e+00', '2.51e+00', '2.80e+00']	['2.63e+00', '1.98e-01', '1.40e-01', '1.91e-01', '1.99e-01', '3.21e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	262.445	0.09375021711538352			
McLean2002	timecourses	3176	plasma	caffeine	concentration	µmol/l	3294			975.0	['2.90e-01', '4.89e+01', '5.02e+01', '4.33e+01', '4.09e+01', '2.69e+01']	['2.90e-01', '4.90e+00', '2.73e+00', '1.28e+00', '2.24e+00', '2.68e+00']	['2.83e+00', '2.83e-01', '1.54e-01', '8.36e-02', '1.55e-01', '2.82e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	298.595	0.1013751105934124			
McLean2002	timecourses	3177	plasma	paraxanthine	concentration	µmol/l	3294			975.0	['2.70e-01', '2.77e+00', '4.89e+00', '6.30e+00', '7.84e+00', '1.05e+01']	['1.00e-01', '4.00e-01', '5.50e-01', '7.70e-01', '8.90e-01', '8.10e-01']	['1.05e+00', '4.08e-01', '3.18e-01', '3.46e-01', '3.21e-01', '2.18e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	54.695				
McLean2002	timecourses	3178	plasma	paraxanthine	concentration	µmol/l	3294			975.0	['1.70e-01', '2.99e+00', '4.70e+00', '5.80e+00', '7.16e+00', '1.05e+01']	['1.00e-01', '2.90e-01', '3.60e-01', '5.40e-01', '7.40e-01', '7.90e-01']	['1.66e+00', '2.74e-01', '2.17e-01', '2.63e-01', '2.92e-01', '2.13e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	52.475				
McLean2002	timecourses	3179	plasma	paraxanthine	concentration	µmol/l	3294			975.0	['4.40e-01', '3.28e+00', '4.91e+00', '6.87e+00', '8.23e+00', '1.01e+01']	['3.30e-01', '5.70e-01', '7.90e-01', '7.30e-01', '6.70e-01', '6.90e-01']	['2.12e+00', '4.92e-01', '4.55e-01', '3.01e-01', '2.30e-01', '1.93e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	56.055				
McLean2002	timecourses	3180	plasma	paraxanthine	concentration	µmol/l	3294			975.0	['2.10e-01', '3.47e+00', '5.98e+00', '7.64e+00', '8.66e+00', '1.14e+01']	['2.10e-01', '5.60e-01', '6.70e-01', '7.70e-01', '6.00e-01', '6.10e-01']	['2.83e+00', '4.56e-01', '3.17e-01', '2.85e-01', '1.96e-01', '1.51e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	61.645				
McLean2002	timecourses	3181	plasma	theobromine	concentration	µmol/l	3294			975.0	['1.60e-01', '4.50e-01', '8.80e-01', '1.11e+00', '1.36e+00', '2.08e+00']	['4.00e-02', '8.00e-02', '1.40e-01', '1.40e-01', '1.20e-01', '1.50e-01']	['7.07e-01', '5.03e-01', '4.50e-01', '3.57e-01', '2.50e-01', '2.04e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	10.080000000000002				
McLean2002	timecourses	3182	plasma	theobromine	concentration	µmol/l	3294			975.0	['2.40e-01', '7.00e-01', '9.20e-01', '1.21e+00', '1.43e+00', '1.97e+00']	['6.00e-02', '8.00e-02', '9.00e-02', '1.00e-01', '7.00e-02', '1.10e-01']	['7.07e-01', '3.23e-01', '2.77e-01', '2.34e-01', '1.38e-01', '1.58e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	10.465				
McLean2002	timecourses	3183	plasma	theobromine	concentration	µmol/l	3294			975.0	['2.70e-01', '6.80e-01', '1.07e+00', '1.41e+00', '1.60e+00', '2.00e+00']	['1.30e-01', '1.60e-01', '3.00e-01', '3.40e-01', '2.90e-01', '2.00e-01']	['1.36e+00', '6.66e-01', '7.93e-01', '6.82e-01', '5.13e-01', '2.83e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	11.295				
McLean2002	timecourses	3184	plasma	theobromine	concentration	µmol/l	3294			975.0	['3.40e-01', '6.50e-01', '1.07e+00', '1.33e+00', '1.55e+00', '2.18e+00']	['1.40e-01', '1.20e-01', '1.60e-01', '1.30e-01', '1.60e-01', '1.20e-01']	['1.16e+00', '5.22e-01', '4.23e-01', '2.76e-01', '2.92e-01', '1.56e-01']	h	['0.00e+00', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '8.00e+00']		/media/data/McLean2002_Tab3.png	11.455000000000002				
