	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	time	time_unit	cv	sd	min	max	median	name	route	value_intervention	unit_intervention	substance_name_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	('study', '')	('subject_pk', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('sex', 'choice')	('sex', 'count')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'unit')	('abstinence', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('overnight fast', 'unit')	('overnight fast', 'value')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'min')	('fasted', 'unit')	('fasted', 'value')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'unit')	('alcohol abstinence', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('HbA1c', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'mean')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'se')	('obesity index', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'se')	('body surface area', 'unit')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('medication type', 'choice')	('medication type', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
743	tmax	h	plasma	597	theophylline			459.0	7.3									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
744	auc_inf	µg*h/ml	plasma	597	theophylline			459.0	4.1									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
745	thalf	h	plasma	597	theophylline			459.0	4.8									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
746	cmax	µg/ml	plasma	597	theobromine			459.0	0.09									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
747	tmax	h	plasma	597	theobromine			459.0	6.9									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
748	auc_inf	µg*h/ml	plasma	597	theobromine			459.0	3.4									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
749	thalf	h	plasma	597	theobromine			459.0	11.6									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
750	cmax	µg/ml	plasma	597	caffeine			460.0	3.2									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
751	cmax	µg/ml	saliva	597	caffeine			460.0	8.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
752	tmax	h	plasma	597	caffeine			460.0	1.8									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
753	tmax	h	saliva	597	caffeine			460.0	1.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
754	auc_inf	µg*h/ml	plasma	597	caffeine			460.0	26.9									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
755	auc_inf	µg*h/ml	saliva	597	caffeine			460.0	18.9									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
756	thalf	h	plasma	597	caffeine			460.0	1.7									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
757	thalf	h	saliva	597	caffeine			460.0	3.8									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
758	clearance	ml/min/kg	plasma	597	caffeine			460.0	0.7									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
759	clearance	ml/min/kg	saliva	597	caffeine			460.0	1.2									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
760	cmax	µg/ml	plasma	597	paraxanthine			460.0	0.6									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
761	cmax	µg/ml	saliva	597	paraxanthine			460.0	0.4									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
762	tmax	h	plasma	597	paraxanthine			460.0	3.4									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
763	tmax	h	saliva	597	paraxanthine			460.0	2.8									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
764	auc_inf	µg*h/ml	plasma	597	paraxanthine			460.0	9.4									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
765	auc_inf	µg*h/ml	saliva	597	paraxanthine			460.0	9.9									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
766	thalf	h	plasma	597	paraxanthine			460.0	4.4									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
767	thalf	h	saliva	597	paraxanthine			460.0	8.7									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	460	healthy subjects	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
768	auc_inf	µmol*h/l	plasma	750	caffeine			552.0							131.0	268.0	169.0	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
769	clearance	ml/min	plasma	750	caffeine			552.0							64.0	131.0	101.0	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
770	cmax	µmol/l	plasma	750	caffeine			552.0							17.7	30.1	24.4	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
771	thalf	h	plasma	750	caffeine			552.0							2.7	8.0	5.9	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
772	auc_inf	µmol*h/l	saliva	750	caffeine			552.0							87.0	172.0	130.0	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
773	clearance	ml/min	saliva	750	caffeine			552.0							99.0	196.0	117.0	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
774	cmax	µmol/l	saliva	750	caffeine			552.0							13.9	22.9	17.9	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
775	thalf	h	saliva	750	caffeine			552.0							4.1	9.7	6.8	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
776	clearance	ml/min	plasma	731	caffeine			528.0	63.0	14.85			1.0	63.0	1.0	230.0		Dcaf	oral	5.154929577464789	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
777	clearance	ml/min/kg	plasma	731	caffeine			528.0	0.9	0.2			0.94	0.85				Dcaf	oral	5.154929577464789	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
778	thalf	h	plasma	731	caffeine			528.0	14.98	2.68			0.76	11.38	2.68	39.83		Dcaf	oral	5.154929577464789	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
779	vd	l	plasma	731	caffeine			528.0	37.0	3.54			0.41	15.0	16.0	62.0		Dcaf	oral	5.154929577464789	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
780	vd	l/kg	plasma	731	caffeine			528.0	0.53									Dcaf	oral	5.154929577464789	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
781	cmax	µg/ml	plasma	731	caffeine			528.0	2.1	1.06			2.14	4.5	0.1	18.4		Dcaf	oral	5.154929577464789	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
782	clearance	ml/min	plasma	731	caffeine			529.0	34.0	8.95			1.44	49.0	1.0	270.0		Dcaf	oral	4.88	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	529	cirrhosis nonsmokers	homo sapiens	71	N	30.0	30.0	0.12	66.0	51.0		40.0	6.0	1.1	yr		('F', 'M')	(9, 21)	30.0	0.19	100.0	75.0		48.0	14.0	2.56	kg		N	30																									alcoholic liver cirrhosis	30.0																																																																																																																												
783	clearance	ml/min/kg	plasma	731	caffeine			529.0	0.47	0.12			1.43	0.67				Dcaf	oral	4.88	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	529	cirrhosis nonsmokers	homo sapiens	71	N	30.0	30.0	0.12	66.0	51.0		40.0	6.0	1.1	yr		('F', 'M')	(9, 21)	30.0	0.19	100.0	75.0		48.0	14.0	2.56	kg		N	30																									alcoholic liver cirrhosis	30.0																																																																																																																												
784	thalf	h	plasma	731	caffeine			529.0	23.58	4.04			0.94	22.13	2.47	92.37		Dcaf	oral	4.88	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	529	cirrhosis nonsmokers	homo sapiens	71	N	30.0	30.0	0.12	66.0	51.0		40.0	6.0	1.1	yr		('F', 'M')	(9, 21)	30.0	0.19	100.0	75.0		48.0	14.0	2.56	kg		N	30																									alcoholic liver cirrhosis	30.0																																																																																																																												
785	vd	l	plasma	731	caffeine			529.0	40.0	3.65			0.5	20.0	19.0	73.0		Dcaf	oral	4.88	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	529	cirrhosis nonsmokers	homo sapiens	71	N	30.0	30.0	0.12	66.0	51.0		40.0	6.0	1.1	yr		('F', 'M')	(9, 21)	30.0	0.19	100.0	75.0		48.0	14.0	2.56	kg		N	30																									alcoholic liver cirrhosis	30.0																																																																																																																												
786	vd	l/kg	plasma	731	caffeine			529.0	0.55									Dcaf	oral	4.88	mg/kg	caffeine	h	0.0	tablet	single dose					Joeres1988	529	cirrhosis nonsmokers	homo sapiens	71	N	30.0	30.0	0.12	66.0	51.0		40.0	6.0	1.1	yr		('F', 'M')	(9, 21)	30.0	0.19	100.0	75.0		48.0	14.0	2.56	kg		N	30																									alcoholic liver cirrhosis	30.0																																																																																																																												
