study	pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	auc_end	group_pk	mean	kel	se	individual_pk	value	sd	cv	median	max	min
Fery1993	2134	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	73054.35	592.0	[116.59, 387.03, 405.82, 325.72, 307.14, 240.22, 199.67, 189.89, 125.16, 134.06, 124.28]	0.005117339709918944	[16.48, 30.77, 28.57, 19.78, 19.77, 23.07, 18.68, 32.97, 18.68, 30.76, 16.48]							
Fery1993	2135	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	88944.59999999999	593.0	[189.11, 467.25, 511.32, 414.72, 384.07, 308.35, 238.13, 172.3, 163.63, 142.86, 135.27]	0.005956974975168107	[10.98, 15.38, 30.77, 17.59, 16.48, 14.29, 18.69, 32.98, 13.18, 14.29, 14.3]							
Fery1993	2136	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	58805.85000000001	590.0	[3.38, 333.73, 359.99, 290.35, 300.27, 231.71, 164.25, 109.86, 79.46, 64.31, 49.15]	0.009425074489254113	[None, None, None, None, None, None, None, None, None, None, None]							
Kirchner2007	1866	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	morphine	concentration	µg/l	/media/data/Kirchheiner2007_Fig1b.png	10.921724999999999	564.0	[0.0361, 1.8636, 1.7178, 1.5363, 1.2822, 1.0273, 0.8628, 0.4615, 0.35, 0.2927, 0.2535, 0.1813]	0.10342794401535316	[None, 0.428393899738702, 0.182933432792733, 0.125342743441068, 0.182817962738895, 0.141046670763026, 0.130625498404153, 0.0627291067474528, 0.0366040070666223, 0.020871212231205, 0.02615396719429, 0.020871212231205]			[None, 1.484, 0.6337, 0.4342, 0.6333, 0.4886, 0.4525, 0.2173, 0.1268, 0.0723, 0.0906, 0.0723]	[None, 0.796308220648208, 0.368902084061008, 0.282627091062943, 0.493916705662143, 0.475615691618807, 0.524455261937877, 0.470855904658722, 0.362285714285714, 0.247010591048855, 0.357396449704142, 0.398786541643685]			
Oh2012	1784	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	losartan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	4.4625	532.0	[0.12, 0.26, 1.17, 1.09, 1.16, 0.99, 0.69, 0.35, 0.4, 0.38, 0.28, 0.22, 0.15, 0.08]	0.21809942556092246								
Oh2012	1784	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	losartan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	4.4625	532.0	[0.12, 0.26, 1.17, 1.09, 1.16, 0.99, 0.69, 0.35, 0.4, 0.38, 0.28, 0.22, 0.15, 0.08]	0.21809942556092246								
Oh2012	1784	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	losartan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	4.4625	532.0	[0.12, 0.26, 1.17, 1.09, 1.16, 0.99, 0.69, 0.35, 0.4, 0.38, 0.28, 0.22, 0.15, 0.08]	0.21809942556092246								
Oh2012	1784	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	losartan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	4.4625	532.0	[0.12, 0.26, 1.17, 1.09, 1.16, 0.99, 0.69, 0.35, 0.4, 0.38, 0.28, 0.22, 0.15, 0.08]	0.21809942556092246								
Oh2012	1784	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	losartan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	4.4625	532.0	[0.12, 0.26, 1.17, 1.09, 1.16, 0.99, 0.69, 0.35, 0.4, 0.38, 0.28, 0.22, 0.15, 0.08]	0.21809942556092246								
Oh2012	1783	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine/caffeine	ratio	-	/media/data/Oh2012_Fig3.png		532.0	[None, 0.081, 0.103, 0.128, 0.14, 0.168, 0.19, 0.249, 0.293, 0.34, 0.408, 0.491, 0.594, 0.691]	-0.16966893014400358	[None, 0.104, 0.053, 0.052, 0.05, 0.062, 0.071, 0.081, 0.105, 0.129, 0.161, 0.222, 0.316, 0.395]							
Oh2012	1783	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine/caffeine	ratio	-	/media/data/Oh2012_Fig3.png		532.0	[None, 0.081, 0.103, 0.128, 0.14, 0.168, 0.19, 0.249, 0.293, 0.34, 0.408, 0.491, 0.594, 0.691]	-0.16966893014400358	[None, 0.104, 0.053, 0.052, 0.05, 0.062, 0.071, 0.081, 0.105, 0.129, 0.161, 0.222, 0.316, 0.395]							
Oh2012	1783	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine/caffeine	ratio	-	/media/data/Oh2012_Fig3.png		532.0	[None, 0.081, 0.103, 0.128, 0.14, 0.168, 0.19, 0.249, 0.293, 0.34, 0.408, 0.491, 0.594, 0.691]	-0.16966893014400358	[None, 0.104, 0.053, 0.052, 0.05, 0.062, 0.071, 0.081, 0.105, 0.129, 0.161, 0.222, 0.316, 0.395]							
Oh2012	1783	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine/caffeine	ratio	-	/media/data/Oh2012_Fig3.png		532.0	[None, 0.081, 0.103, 0.128, 0.14, 0.168, 0.19, 0.249, 0.293, 0.34, 0.408, 0.491, 0.594, 0.691]	-0.16966893014400358	[None, 0.104, 0.053, 0.052, 0.05, 0.062, 0.071, 0.081, 0.105, 0.129, 0.161, 0.222, 0.316, 0.395]							
Oh2012	1783	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine/caffeine	ratio	-	/media/data/Oh2012_Fig3.png		532.0	[None, 0.081, 0.103, 0.128, 0.14, 0.168, 0.19, 0.249, 0.293, 0.34, 0.408, 0.491, 0.594, 0.691]	-0.16966893014400358	[None, 0.104, 0.053, 0.052, 0.05, 0.062, 0.071, 0.081, 0.105, 0.129, 0.161, 0.222, 0.316, 0.395]							
Oh2012	1785	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	exp3174	concentration	ng/ml	/media/data/Oh2012_Fig3.png	14.735000000000001	532.0	[0.13, 0.13, 0.17, 0.11, 0.15, 0.28, 0.48, 0.9, 1.69, 1.86, 1.92, 1.65, 1.09, 1.25]	0.06940793414956985								
Oh2012	1785	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	exp3174	concentration	ng/ml	/media/data/Oh2012_Fig3.png	14.735000000000001	532.0	[0.13, 0.13, 0.17, 0.11, 0.15, 0.28, 0.48, 0.9, 1.69, 1.86, 1.92, 1.65, 1.09, 1.25]	0.06940793414956985								
Oh2012	1785	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	exp3174	concentration	ng/ml	/media/data/Oh2012_Fig3.png	14.735000000000001	532.0	[0.13, 0.13, 0.17, 0.11, 0.15, 0.28, 0.48, 0.9, 1.69, 1.86, 1.92, 1.65, 1.09, 1.25]	0.06940793414956985								
Oh2012	1785	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	exp3174	concentration	ng/ml	/media/data/Oh2012_Fig3.png	14.735000000000001	532.0	[0.13, 0.13, 0.17, 0.11, 0.15, 0.28, 0.48, 0.9, 1.69, 1.86, 1.92, 1.65, 1.09, 1.25]	0.06940793414956985								
Oh2012	1785	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	exp3174	concentration	ng/ml	/media/data/Oh2012_Fig3.png	14.735000000000001	532.0	[0.13, 0.13, 0.17, 0.11, 0.15, 0.28, 0.48, 0.9, 1.69, 1.86, 1.92, 1.65, 1.09, 1.25]	0.06940793414956985								
Oh2012	1786	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	omeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[None, None, None, None, None, 2.2, 2.53, 2.75, 0.9, 0.34, 0.1, None, None, None]									
Oh2012	1786	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	omeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[None, None, None, None, None, 2.2, 2.53, 2.75, 0.9, 0.34, 0.1, None, None, None]									
Oh2012	1786	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	omeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[None, None, None, None, None, 2.2, 2.53, 2.75, 0.9, 0.34, 0.1, None, None, None]									
Oh2012	1786	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	omeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[None, None, None, None, None, 2.2, 2.53, 2.75, 0.9, 0.34, 0.1, None, None, None]									
Oh2012	1786	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	omeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[None, None, None, None, None, 2.2, 2.53, 2.75, 0.9, 0.34, 0.1, None, None, None]									
Oh2012	1787	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	5-hydroxyomeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.12, 0.09, 0.11, 0.12, 0.13, 1.2, 1.43, 1.02, 0.42, 0.25, 0.16, 0.12, None, None]									
Oh2012	1787	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	5-hydroxyomeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.12, 0.09, 0.11, 0.12, 0.13, 1.2, 1.43, 1.02, 0.42, 0.25, 0.16, 0.12, None, None]									
Oh2012	1787	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	5-hydroxyomeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.12, 0.09, 0.11, 0.12, 0.13, 1.2, 1.43, 1.02, 0.42, 0.25, 0.16, 0.12, None, None]									
Oh2012	1787	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	5-hydroxyomeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.12, 0.09, 0.11, 0.12, 0.13, 1.2, 1.43, 1.02, 0.42, 0.25, 0.16, 0.12, None, None]									
Oh2012	1787	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	5-hydroxyomeprazole	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.12, 0.09, 0.11, 0.12, 0.13, 1.2, 1.43, 1.02, 0.42, 0.25, 0.16, 0.12, None, None]									
Oh2012	1788	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextromethorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.31875	532.0	[0.01, 0.01, 0.01, 0.02, 0.02, 0.03, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02]	0.0887263315867237								
Oh2012	1788	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextromethorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.31875	532.0	[0.01, 0.01, 0.01, 0.02, 0.02, 0.03, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02]	0.0887263315867237								
Oh2012	1788	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextromethorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.31875	532.0	[0.01, 0.01, 0.01, 0.02, 0.02, 0.03, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02]	0.0887263315867237								
Oh2012	1788	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextromethorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.31875	532.0	[0.01, 0.01, 0.01, 0.02, 0.02, 0.03, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02]	0.0887263315867237								
Oh2012	1788	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextromethorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.31875	532.0	[0.01, 0.01, 0.01, 0.02, 0.02, 0.03, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02]	0.0887263315867237								
Oh2012	1789	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextrorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.43249999999999994	532.0	[0.01, 0.01, 0.04, 0.15, 0.17, 0.1, 0.05, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.12395444051829295								
Oh2012	1789	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextrorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.43249999999999994	532.0	[0.01, 0.01, 0.04, 0.15, 0.17, 0.1, 0.05, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.12395444051829295								
Oh2012	1789	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextrorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.43249999999999994	532.0	[0.01, 0.01, 0.04, 0.15, 0.17, 0.1, 0.05, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.12395444051829295								
Oh2012	1789	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextrorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.43249999999999994	532.0	[0.01, 0.01, 0.04, 0.15, 0.17, 0.1, 0.05, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.12395444051829295								
Oh2012	1789	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	dextrorphan	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.43249999999999994	532.0	[0.01, 0.01, 0.04, 0.15, 0.17, 0.1, 0.05, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02]	0.12395444051829295								
Oh2012	1790	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	midazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.54625	532.0	[0.01, 0.07, 0.22, 0.15, 0.16, 0.14, 0.1, 0.06, 0.05, 0.02, 0.02, 0.02, 0.01, 0.01]	0.2682308196499952								
Oh2012	1790	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	midazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.54625	532.0	[0.01, 0.07, 0.22, 0.15, 0.16, 0.14, 0.1, 0.06, 0.05, 0.02, 0.02, 0.02, 0.01, 0.01]	0.2682308196499952								
Oh2012	1790	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	midazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.54625	532.0	[0.01, 0.07, 0.22, 0.15, 0.16, 0.14, 0.1, 0.06, 0.05, 0.02, 0.02, 0.02, 0.01, 0.01]	0.2682308196499952								
Oh2012	1790	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	midazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.54625	532.0	[0.01, 0.07, 0.22, 0.15, 0.16, 0.14, 0.1, 0.06, 0.05, 0.02, 0.02, 0.02, 0.01, 0.01]	0.2682308196499952								
Oh2012	1790	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	midazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png	0.54625	532.0	[0.01, 0.07, 0.22, 0.15, 0.16, 0.14, 0.1, 0.06, 0.05, 0.02, 0.02, 0.02, 0.01, 0.01]	0.2682308196499952								
Oh2012	1791	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	1-hydroxymidazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.01, 0.04, 0.14, 0.09, 0.07, 0.04, 0.02, 0.02, 0.02, None, None, None, None, None]									
Oh2012	1791	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	1-hydroxymidazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.01, 0.04, 0.14, 0.09, 0.07, 0.04, 0.02, 0.02, 0.02, None, None, None, None, None]									
Oh2012	1791	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	1-hydroxymidazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.01, 0.04, 0.14, 0.09, 0.07, 0.04, 0.02, 0.02, 0.02, None, None, None, None, None]									
Oh2012	1791	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	1-hydroxymidazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.01, 0.04, 0.14, 0.09, 0.07, 0.04, 0.02, 0.02, 0.02, None, None, None, None, None]									
Oh2012	1791	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	1-hydroxymidazolam	concentration	ng/ml	/media/data/Oh2012_Fig3.png		532.0	[0.01, 0.04, 0.14, 0.09, 0.07, 0.04, 0.02, 0.02, 0.02, None, None, None, None, None]									
Balogh1992	1584	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		13.08					1732.0	[2.94, 0.33]					
Balogh1992	1585	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		28.0					1733.0	[5.16, 1.84]					
Balogh1992	1586	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		14.4					1734.0	[2.54, 1.06]					
Balogh1992	1587	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		22.04					1735.0	[4.72, 0.79]					
Balogh1992	1588	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.36					1736.0	[3.88, 0.21]					
Balogh1992	1589	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		14.0					1737.0	[3.33, 0.17]					
Balogh1992	1590	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		19.4					1738.0	[3.94, 0.91]					
Balogh1992	1591	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		20.24					1739.0	[4.27, 0.79]					
Balogh1992	1592	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		22.8					1740.0	[4.29, 1.41]					
Balogh1992	1593	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		19.88					1741.0	[4.29, 0.68]					
Balogh1992	1594	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		19.96					1742.0	[4.12, 0.87]					
Balogh1992	1595	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		23.4					1743.0	[4.85, 1.0]					
Balogh1992	1596	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		11.120000000000001					1732.0	[2.56, 0.22]					
Balogh1992	1597	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		27.64					1733.0	[5.12, 1.79]					
Balogh1992	1598	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		17.76					1734.0	[3.54, 0.9]					
Balogh1992	1599	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		21.64					1735.0	[4.3, 1.11]					
Balogh1992	1600	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		14.8					1736.0	[3.54, 0.16]					
Balogh1992	1601	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		10.6					1737.0	[2.52, 0.13]					
Balogh1992	1602	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		13.959999999999999					1738.0	[3.03, 0.46]					
Balogh1992	1603	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.84					1739.0	[3.74, 0.47]					
Balogh1992	1604	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		17.8					1740.0	[3.43, 1.02]					
Balogh1992	1605	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		17.04					1741.0	[3.5, 0.76]					
Balogh1992	1606	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		15.8					1742.0	[2.97, 0.98]					
Balogh1992	1607	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		18.16					1743.0	[3.76, 0.78]					
Balogh1992	1608	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		12.48					1732.0	[2.94, 0.18]					
Balogh1992	1609	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		26.32					1733.0	[4.96, 1.62]					
Balogh1992	1610	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		14.84					1734.0	[2.85, 0.86]					
Balogh1992	1611	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		19.52					1735.0	[3.92, 0.96]					
Balogh1992	1612	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		12.120000000000001					1736.0	[2.58, 0.45]					
Balogh1992	1613	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		9.56					1737.0	[2.27, 0.12]					
Balogh1992	1614	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		14.92					1738.0	[3.33, 0.4]					
Balogh1992	1615	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.32					1739.0	[3.44, 0.64]					
Balogh1992	1616	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.84					1740.0	[3.25, 0.96]					
Balogh1992	1617	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		18.72					1741.0	[4.01, 0.67]					
Balogh1992	1618	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		14.28					1742.0	[2.69, 0.88]					
Balogh1992	1619	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.92					1743.0	[3.5, 0.73]					
Balogh1992	1620	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		11.16					1732.0	[2.62, 0.17]					
Balogh1992	1621	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		22.279999999999998					1733.0	[4.18, 1.39]					
Balogh1992	1622	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		17.64					1734.0	[3.63, 0.78]					
Balogh1992	1623	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.88					1735.0	[3.31, 0.91]					
Balogh1992	1624	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		11.280000000000001					1736.0	[2.33, 0.49]					
Balogh1992	1625	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		8.56					1737.0	[2.04, 0.1]					
Balogh1992	1626	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		13.559999999999999					1738.0	[3.03, 0.36]					
Balogh1992	1627	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.8					1739.0	[3.6, 0.6]					
Balogh1992	1628	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		17.12					1740.0	[3.38, 0.9]					
Balogh1992	1629	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		16.4					1741.0	[3.44, 0.66]					
Balogh1992	1630	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		13.76					1742.0	[2.73, 0.71]					
Balogh1992	1631	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		11.88					1743.0	[2.31, 0.66]					
Balogh1992	1632	601	plasma	h	[2.0, 10.0]	caffeine	concentration	mg/l		11.4					1732.0	[2.68, 0.17]					
