study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	sd	time_unit	time	max	min	median
Test243	11624	auc_inf	mg*h/l	plasma	582	caffeine	1021.0	8.77e+00										
Test243	11625	auc_inf	mg*h/l	plasma	582	caffeine	1022.0	4.24e+00										
Test243	11626	auc_inf	mg*h/l	plasma	582	caffeine	1023.0	5.10e+00										
Test243	11627	auc_inf	mg*h/l	plasma	582	caffeine	1024.0	1.15e+01										
Test243	11628	auc_inf	mg*h/l	plasma	582	caffeine	1025.0	9.29e+00										
Test243	11629	auc_inf	mg*h/l	plasma	582	caffeine	1026.0	1.28e+01										
Test243	11630	auc_inf	mg*h/l	plasma	582	caffeine	1027.0	5.12e+00										
Test243	11631	auc_inf	mg*h/l	plasma	582	caffeine	1028.0	3.88e+00										
Test243	11632	auc_inf	mg*h/l	plasma	582	caffeine	1029.0	1.03e+01										
Test243	11633	auc_inf	mg*h/l	plasma	582	caffeine	1030.0	5.82e+00										
Test243	11634	auc_inf	mg*h/l	plasma	582	caffeine	1031.0	3.74e+00										
Test243	11635	auc_inf	mg*h/l	plasma	582	caffeine	1032.0	6.51e+00										
Test243	11636	auc_inf	mg*h/l	plasma	582	caffeine	1033.0	4.32e+00										
Test243	11637	auc_inf	mg*h/l	plasma	582	caffeine	1034.0	3.69e+00										
Test243	11638	auc_inf	mg*h/l	plasma	582	caffeine	1035.0	3.12e+00										
Test243	11639	auc_inf	mg*h/l	plasma	582	caffeine	1036.0	4.13e+00										
Test243	11640	auc_inf	mg*h/l	plasma	582	caffeine	1037.0	3.43e+00										
Test243	11641	auc_inf	mg*h/l	plasma	582	caffeine	1038.0	5.92e+00										
Test243	11642	auc_inf	mg*h/l	plasma	582	caffeine	1039.0	3.15e+00										
Test243	11643	auc_inf	mg*h/l	plasma	582	caffeine	1040.0	4.36e+00										
Test243	11644	auc_inf	mg*h/l	plasma	582	caffeine	1041.0	9.72e+00										
Test243	11645	auc_inf	mg*h/l	plasma	582	caffeine	1042.0	4.93e+00										
Test243	11646	auc_inf	mg*h/l	plasma	582	caffeine	1043.0	2.87e+00										
Test243	11647	auc_inf	mg*h/l	plasma	582	caffeine	1044.0	3.78e+00										
Test243	11648	auc_inf	mg*h/l	plasma	582	caffeine	1045.0	3.75e+00										
Test243	11649	auc_inf	mg*h/l	plasma	582	caffeine	1046.0	4.39e+00										
Test243	11650	auc_inf	mg*h/l	plasma	582	caffeine	1047.0	5.43e+00										
Test243	11651	auc_inf	mg*h/l	plasma	582	caffeine	1048.0	2.44e+00										
Test243	11652	auc_inf	mg*h/l	plasma	582	caffeine	1049.0	5.31e+00										
Test243	11653	auc_inf	mg*h/l	plasma	582	caffeine	1050.0	6.62e+00										
Test243	11654	auc_inf	mg*h/l	plasma	582	caffeine	1051.0	2.08e+00										
Test243	11655	auc_inf	mg*h/l	plasma	582	caffeine	1052.0	5.01e+00										
Test243	11656	auc_inf	mg*h/l	plasma	582	caffeine	1053.0	2.94e+00										
Test243	11657	auc_inf	mg*h/l	plasma	582	caffeine	1054.0	5.05e+00										
Test243	11658	auc_inf	mg*h/l	plasma	582	caffeine	1055.0	4.55e+00										
Test243	11659	auc_inf	mg*h/l	plasma	582	caffeine	1056.0	5.62e+00										
Test243	11660	auc_inf	mg*h/l	plasma	582	caffeine	1057.0	1.48e+01										
Test243	11661	auc_inf	mg*h/l	plasma	582	caffeine	1058.0	3.21e+00										
Test243	11662	auc_inf	mg*h/l	plasma	582	caffeine	1059.0	3.54e+00										
Test243	11663	auc_inf	mg*h/l	plasma	582	caffeine	1060.0	6.12e+00										
Test243	11664	auc_inf	mg*h/l	plasma	582	caffeine	1061.0	9.97e+00										
Test243	11665	auc_inf	mg*h/l	plasma	582	caffeine	1062.0	7.36e+00										
Test243	11666	auc_inf	mg*h/l	plasma	582	caffeine	1063.0	4.90e+00										
Test243	11667	auc_inf	mg*h/l	plasma	582	caffeine	1064.0	6.76e+00										
Test243	11668	auc_inf	mg*h/l	plasma	582	caffeine	1065.0	5.24e+00										
Test243	11669	auc_inf	mg*h/l	plasma	582	caffeine	1066.0	3.89e+00										
Test243	11670	auc_inf	mg*h/l	plasma	582	caffeine	1067.0	7.32e+00										
Test243	11671	auc_inf	mg*h/l	plasma	582	caffeine	1068.0	1.03e+01										
Test243	11672	auc_inf	mg*h/l	plasma	582	caffeine	1069.0	8.17e+00										
Test243	11673	auc_inf	mg*h/l	plasma	582	caffeine	1070.0	7.66e+00										
Test243	11674	auc_inf	mg*h/l	plasma	582	caffeine	1071.0	4.12e+00										
Test243	11675	auc_inf	mg*h/l	plasma	582	caffeine	1072.0	5.86e+00										
Test243	11676	auc_inf	mg*h/l	plasma	582	caffeine	1073.0	4.11e+00										
Test243	11677	auc_inf	mg*h/l	plasma	582	caffeine	1074.0	2.99e+00										
Test243	11678	auc_inf	mg*h/l	plasma	582	caffeine	1075.0	3.23e+00										
Test243	11679	auc_inf	mg*h/l	plasma	582	caffeine	1076.0	1.79e+00										
Test243	11680	auc_inf	mg*h/l	plasma	582	caffeine	1077.0	1.85e+00										
Test243	11681	auc_inf	mg*h/l	plasma	582	caffeine	1078.0	5.59e+00										
Test243	11682	auc_inf	mg*h/l	plasma	582	caffeine	1079.0	3.51e+00										
Test243	11683	auc_inf	mg*h/l	plasma	582	caffeine	1080.0	3.01e+00										
Test243	11684	auc_inf	mg*h/l	plasma	582	caffeine	1081.0	3.16e+00										
Test243	11685	auc_inf	mg*h/l	plasma	582	caffeine	1082.0	4.31e+00										
Test243	11686	auc_inf	mg*h/l	plasma	582	caffeine	1083.0	3.51e+00										
Test243	11687	auc_inf	mg*h/l	plasma	582	caffeine	1084.0	4.68e+00										
Test243	11688	auc_inf	mg*h/l	plasma	582	caffeine	1085.0	5.71e+00										
Test243	11689	auc_inf	mg*h/l	plasma	582	caffeine	1086.0	2.46e+00										
Test243	11690	auc_inf	mg*h/l	plasma	582	caffeine	1087.0	3.32e+00										
Test243	11691	auc_inf	mg*h/l	plasma	582	caffeine	1088.0	4.49e+00										
Test243	11692	auc_inf	mg*h/l	plasma	582	caffeine	1089.0	5.17e+00										
Test243	11693	auc_inf	mg*h/l	plasma	582	caffeine	1090.0	5.82e+00										
Test243	11694	auc_inf	mg*h/l	plasma	582	caffeine	1091.0	3.20e+00										
Test243	11695	auc_inf	mg*h/l	plasma	582	caffeine	1092.0	5.65e+00										
Test243	11696	auc_inf	mg*h/l	plasma	582	caffeine	1093.0	3.33e+00										
Test243	11697	auc_inf	mg*h/l	plasma	582	caffeine	1094.0	9.29e+00										
Test243	11698	auc_inf	mg*h/l	plasma	582	caffeine	1095.0	1.22e+01										
Test243	11699	auc_inf	mg*h/l	plasma	582	caffeine	1096.0	3.67e+00										
Test243	11700	auc_inf	mg*h/l	plasma	582	caffeine	1097.0	3.78e+00										
Test243	11701	auc_inf	mg*h/l	plasma	582	caffeine	1098.0	8.92e+00										
Test243	11702	auc_inf	mg*h/l	plasma	582	caffeine	1099.0	5.49e+00										
Test243	11703	auc_inf	mg*h/l	plasma	582	caffeine	1100.0	7.00e+00										
Test243	11704	auc_inf	mg*h/l	plasma	582	caffeine	1101.0	2.30e+00										
Test243	11705	auc_inf	mg*h/l	plasma	582	caffeine	1102.0	6.46e+00										
Test243	11706	auc_inf	mg*h/l	plasma	582	caffeine	1103.0	2.78e+00										
Test243	11707	auc_inf	mg*h/l	plasma	582	caffeine	1104.0	3.48e+00										
Test243	11708	auc_inf	mg*h/l	plasma	582	caffeine	1105.0	5.83e+00										
Test243	11709	auc_inf	mg*h/l	plasma	582	caffeine	1106.0	4.37e+00										
Test243	11710	auc_inf	mg*h/l	plasma	582	caffeine	1107.0	4.15e+00										
Test243	11711	auc_inf	mg*h/l	plasma	582	caffeine	1108.0	3.41e+00										
Test243	11712	auc_inf	mg*h/l	plasma	582	caffeine	1109.0	3.08e+00										
Test243	11713	auc_inf	mg*h/l	plasma	582	caffeine	1110.0	6.07e+00										
Test243	11714	auc_inf	mg*h/l	plasma	582	caffeine	1111.0	5.86e+00										
Test243	11715	auc_inf	mg*h/l	plasma	582	caffeine	1112.0	1.77e+00										
Test243	11716	auc_inf	mg*h/l	plasma	582	caffeine	1113.0	7.37e+00										
Test243	11717	auc_inf	mg*h/l	plasma	582	caffeine	1114.0	5.87e+00										
Test243	11718	auc_inf	mg*h/l	plasma	582	caffeine	1115.0	5.88e+00										
Test243	11719	auc_inf	mg*h/l	plasma	582	caffeine	1116.0	4.16e+00										
Test243	11720	auc_inf	mg*h/l	plasma	582	caffeine	1117.0	5.47e+00										
Test243	11721	clearance	l/h	plasma	582	caffeine	1016.0	1.22e+01										
Test243	11722	clearance	l/h	plasma	582	caffeine	1017.0	6.56e+00										
Test243	11723	clearance	l/h	plasma	582	caffeine	1018.0	9.63e+00										
Test243	11724	clearance	l/h	plasma	582	caffeine	1019.0	8.10e+00										
Test243	11725	clearance	l/h	plasma	582	caffeine	1020.0	8.83e+00										
Test243	11726	clearance	l/h	plasma	582	caffeine	1021.0	3.96e+00										
Test243	11727	clearance	l/h	plasma	582	caffeine	1022.0	7.69e+00										
Test243	11728	clearance	l/h	plasma	582	caffeine	1023.0	6.02e+00										
Test243	11729	clearance	l/h	plasma	582	caffeine	1024.0	2.72e+00										
Test243	11730	clearance	l/h	plasma	582	caffeine	1025.0	2.13e+00										
Test243	11731	clearance	l/h	plasma	582	caffeine	1026.0	2.39e+00										
Test243	11732	clearance	l/h	plasma	582	caffeine	1027.0	4.73e+00										
Test243	11733	clearance	l/h	plasma	582	caffeine	1028.0	1.01e+01										
Test243	11734	clearance	l/h	plasma	582	caffeine	1029.0	2.00e+00										
Test243	11735	clearance	l/h	plasma	582	caffeine	1030.0	4.68e+00										
Test243	11736	clearance	l/h	plasma	582	caffeine	1031.0	1.14e+01										
Test243	11737	clearance	l/h	plasma	582	caffeine	1032.0	2.96e+00										
Test243	11738	clearance	l/h	plasma	582	caffeine	1033.0	7.65e+00										
Test243	11739	clearance	l/h	plasma	582	caffeine	1034.0	9.04e+00										
Test243	11740	clearance	l/h	plasma	582	caffeine	1035.0	9.66e+00										
Test243	11741	clearance	l/h	plasma	582	caffeine	1036.0	8.63e+00										
Test243	11742	clearance	l/h	plasma	582	caffeine	1037.0	1.11e+01										
Test243	11743	clearance	l/h	plasma	582	caffeine	1038.0	4.19e+00										
Test243	11744	clearance	l/h	plasma	582	caffeine	1039.0	1.28e+01										
Test243	11745	clearance	l/h	plasma	582	caffeine	1040.0	9.75e+00										
Test243	11746	clearance	l/h	plasma	582	caffeine	1041.0	2.81e+00										
Test243	11747	clearance	l/h	plasma	582	caffeine	1042.0	6.47e+00										
Test243	11748	clearance	l/h	plasma	582	caffeine	1043.0	1.47e+01										
Test243	11749	clearance	l/h	plasma	582	caffeine	1044.0	7.69e+00										
Test243	11750	clearance	l/h	plasma	582	caffeine	1045.0	9.12e+00										
Test243	11751	clearance	l/h	plasma	582	caffeine	1046.0	8.21e+00										
Test243	11752	clearance	l/h	plasma	582	caffeine	1047.0	7.42e+00										
Test243	11753	clearance	l/h	plasma	582	caffeine	1048.0	1.58e+01										
Test243	11754	clearance	l/h	plasma	582	caffeine	1049.0	6.17e+00										
Test243	11755	clearance	l/h	plasma	582	caffeine	1050.0	3.79e+00										
Test243	11756	clearance	l/h	plasma	582	caffeine	1051.0	2.19e+01										
Test243	11757	clearance	l/h	plasma	582	caffeine	1052.0	6.92e+00										
Test243	11758	clearance	l/h	plasma	582	caffeine	1053.0	9.77e+00										
Test243	11759	clearance	l/h	plasma	582	caffeine	1054.0	6.43e+00										
Test243	11760	clearance	l/h	plasma	582	caffeine	1055.0	6.52e+00										
Test243	11761	clearance	l/h	plasma	582	caffeine	1056.0	5.99e+00										
Test243	11762	clearance	l/h	plasma	582	caffeine	1057.0	1.74e+00										
Test243	11763	clearance	l/h	plasma	582	caffeine	1058.0	1.04e+01										
Test243	11764	clearance	l/h	plasma	582	caffeine	1059.0	8.73e+00										
Test243	11765	clearance	l/h	plasma	582	caffeine	1060.0	5.28e+00										
Test243	11766	clearance	l/h	plasma	582	caffeine	1061.0	3.43e+00										
Test243	11767	clearance	l/h	plasma	582	caffeine	1062.0	4.58e+00										
Test243	11768	clearance	l/h	plasma	582	caffeine	1063.0	5.67e+00										
Test243	11769	clearance	l/h	plasma	582	caffeine	1064.0	4.86e+00										
Test243	11770	clearance	l/h	plasma	582	caffeine	1065.0	7.32e+00										
Test243	11771	clearance	l/h	plasma	582	caffeine	1066.0	9.18e+00										
Test243	11772	clearance	l/h	plasma	582	caffeine	1067.0	4.02e+00										
Test243	11773	clearance	l/h	plasma	582	caffeine	1068.0	3.08e+00										
Test243	11774	clearance	l/h	plasma	582	caffeine	1069.0	2.91e+00										
Test243	11775	clearance	l/h	plasma	582	caffeine	1070.0	4.74e+00										
Test243	11776	clearance	l/h	plasma	582	caffeine	1071.0	8.49e+00										
Test243	11777	clearance	l/h	plasma	582	caffeine	1072.0	4.66e+00										
Test243	11778	clearance	l/h	plasma	582	caffeine	1073.0	6.41e+00										
Test243	11779	clearance	l/h	plasma	582	caffeine	1074.0	1.07e+01										
Test243	11780	clearance	l/h	plasma	582	caffeine	1075.0	1.19e+01										
Test243	11781	clearance	l/h	plasma	582	caffeine	1076.0	2.41e+01										
Test243	11782	clearance	l/h	plasma	582	caffeine	1077.0	2.17e+01										
Test243	11783	clearance	l/h	plasma	582	caffeine	1078.0	6.74e+00										
Test243	11784	clearance	l/h	plasma	582	caffeine	1079.0	1.04e+01										
Test243	11785	clearance	l/h	plasma	582	caffeine	1080.0	1.06e+01										
Test243	11786	clearance	l/h	plasma	582	caffeine	1081.0	5.60e+00										
Test243	11787	clearance	l/h	plasma	582	caffeine	1082.0	7.94e+00										
Test243	11788	clearance	l/h	plasma	582	caffeine	1083.0	8.65e+00										
Test243	11789	clearance	l/h	plasma	582	caffeine	1084.0	7.84e+00										
Test243	11790	clearance	l/h	plasma	582	caffeine	1085.0	5.46e+00										
Test243	11791	clearance	l/h	plasma	582	caffeine	1086.0	1.39e+01										
Test243	11792	clearance	l/h	plasma	582	caffeine	1087.0	7.35e+00										
Test243	11793	clearance	l/h	plasma	582	caffeine	1088.0	3.67e+00										
Test243	11794	clearance	l/h	plasma	582	caffeine	1089.0	4.06e+00										
Test243	11795	clearance	l/h	plasma	582	caffeine	1090.0	5.87e+00										
Test243	11796	clearance	l/h	plasma	582	caffeine	1091.0	9.15e+00										
Test243	11797	clearance	l/h	plasma	582	caffeine	1092.0	6.34e+00										
Test243	11798	clearance	l/h	plasma	582	caffeine	1093.0	1.01e+01										
Test243	11799	clearance	l/h	plasma	582	caffeine	1094.0	3.04e+00										
Test243	11800	clearance	l/h	plasma	582	caffeine	1095.0	2.17e+00										
Test243	11801	clearance	l/h	plasma	582	caffeine	1096.0	7.69e+00										
Test243	11802	clearance	l/h	plasma	582	caffeine	1097.0	8.53e+00										
Test243	11803	clearance	l/h	plasma	582	caffeine	1098.0	3.52e+00										
Test243	11804	clearance	l/h	plasma	582	caffeine	1099.0	6.43e+00										
Test243	11805	clearance	l/h	plasma	582	caffeine	1100.0	5.32e+00										
Test243	11806	clearance	l/h	plasma	582	caffeine	1101.0	1.73e+01										
Test243	11807	clearance	l/h	plasma	582	caffeine	1102.0	4.71e+00										
Test243	11808	clearance	l/h	plasma	582	caffeine	1103.0	7.25e+00										
Test243	11809	clearance	l/h	plasma	582	caffeine	1104.0	1.17e+01										
Test243	11810	clearance	l/h	plasma	582	caffeine	1105.0	5.08e+00										
Test243	11811	clearance	l/h	plasma	582	caffeine	1106.0	7.86e+00										
Test243	11812	clearance	l/h	plasma	582	caffeine	1107.0	7.78e+00										
Test243	11813	clearance	l/h	plasma	582	caffeine	1108.0	1.03e+01										
Test243	11814	clearance	l/h	plasma	582	caffeine	1109.0	9.94e+00										
Test243	11815	clearance	l/h	plasma	582	caffeine	1110.0	4.48e+00										
Test243	11816	clearance	l/h	plasma	582	caffeine	1111.0	5.84e+00										
Test243	11817	clearance	l/h	plasma	582	caffeine	1112.0	1.98e+01										
Test243	11818	clearance	l/h	plasma	582	caffeine	1113.0	4.23e+00										
Test243	11819	clearance	l/h	plasma	582	caffeine	1114.0	6.67e+00										
Test243	11820	clearance	l/h	plasma	582	caffeine	1115.0	6.52e+00										
Test243	11821	clearance	l/h	plasma	582	caffeine	1116.0	8.50e+00										
Test243	11822	clearance	l/h	plasma	582	caffeine	1117.0	6.12e+00										
Test243	11823	kel	1/h	plasma	582	caffeine	1016.0	2.64e-01										
Test243	11824	kel	1/h	plasma	582	caffeine	1017.0	2.29e-01										
Test243	11825	kel	1/h	plasma	582	caffeine	1018.0	1.92e-01										
Test243	11826	kel	1/h	plasma	582	caffeine	1019.0	2.24e-01										
Test243	11827	kel	1/h	plasma	582	caffeine	1020.0	1.75e-01										
Test243	11828	kel	1/h	plasma	582	caffeine	1021.0	1.22e-01										
Test243	11829	kel	1/h	plasma	582	caffeine	1022.0	1.49e-01										
Test243	11830	kel	1/h	plasma	582	caffeine	1023.0	1.29e-01										
Test243	11831	kel	1/h	plasma	582	caffeine	1024.0	8.88e-02										
Test243	11832	kel	1/h	plasma	582	caffeine	1025.0	4.98e-02										
Test243	11833	kel	1/h	plasma	582	caffeine	1026.0	9.04e-02										
Test243	11834	kel	1/h	plasma	582	caffeine	1027.0	9.21e-02										
Test243	11835	kel	1/h	plasma	582	caffeine	1028.0	1.98e-01										
Test243	11836	kel	1/h	plasma	582	caffeine	1029.0	5.01e-02										
Test243	11837	kel	1/h	plasma	582	caffeine	1030.0	1.01e-01										
Test243	11838	kel	1/h	plasma	582	caffeine	1031.0	2.52e-01										
Test243	11839	kel	1/h	plasma	582	caffeine	1032.0	6.16e-02										
Test243	11840	kel	1/h	plasma	582	caffeine	1033.0	1.59e-01										
Test243	11841	kel	1/h	plasma	582	caffeine	1034.0	1.92e-01										
Test243	11842	kel	1/h	plasma	582	caffeine	1035.0	1.56e-01										
Test243	11843	kel	1/h	plasma	582	caffeine	1036.0	1.86e-01										
Test243	11844	kel	1/h	plasma	582	caffeine	1037.0	2.50e-01										
Test243	11845	kel	1/h	plasma	582	caffeine	1038.0	8.81e-02										
Test243	11846	kel	1/h	plasma	582	caffeine	1039.0	2.33e-01										
Test243	11847	kel	1/h	plasma	582	caffeine	1040.0	2.11e-01										
Test243	11848	kel	1/h	plasma	582	caffeine	1041.0	7.63e-02										
Test243	11849	kel	1/h	plasma	582	caffeine	1042.0	1.37e-01										
Test243	11850	kel	1/h	plasma	582	caffeine	1043.0	2.54e-01										
Test243	11851	kel	1/h	plasma	582	caffeine	1044.0	1.40e-01										
Test243	11852	kel	1/h	plasma	582	caffeine	1045.0	1.80e-01										
Test243	11853	kel	1/h	plasma	582	caffeine	1046.0	1.56e-01										
Test243	11854	kel	1/h	plasma	582	caffeine	1047.0	1.98e-01										
Test243	11855	kel	1/h	plasma	582	caffeine	1048.0	2.47e-01										
Test243	11856	kel	1/h	plasma	582	caffeine	1049.0	1.35e-01										
Test243	11857	kel	1/h	plasma	582	caffeine	1050.0	8.49e-02										
Test243	11858	kel	1/h	plasma	582	caffeine	1051.0	3.31e-01										
Test243	11859	kel	1/h	plasma	582	caffeine	1052.0	1.55e-01										
Test243	11860	kel	1/h	plasma	582	caffeine	1053.0	1.52e-01										
Test243	11861	kel	1/h	plasma	582	caffeine	1054.0	1.63e-01										
Test243	11862	kel	1/h	plasma	582	caffeine	1055.0	1.24e-01										
Test243	11863	kel	1/h	plasma	582	caffeine	1056.0	1.47e-01										
Test243	11864	kel	1/h	plasma	582	caffeine	1057.0	5.67e-02										
Test243	11865	kel	1/h	plasma	582	caffeine	1058.0	1.74e-01										
Test243	11866	kel	1/h	plasma	582	caffeine	1059.0	1.48e-01										
Test243	11867	kel	1/h	plasma	582	caffeine	1060.0	1.21e-01										
Test243	11868	kel	1/h	plasma	582	caffeine	1061.0	1.11e-01										
Test243	11869	kel	1/h	plasma	582	caffeine	1062.0	1.23e-01										
Test243	11870	kel	1/h	plasma	582	caffeine	1063.0	1.09e-01										
Test243	11871	kel	1/h	plasma	582	caffeine	1064.0	1.25e-01										
Test243	11872	kel	1/h	plasma	582	caffeine	1065.0	1.74e-01										
Test243	11873	kel	1/h	plasma	582	caffeine	1066.0	1.65e-01										
Test243	11874	kel	1/h	plasma	582	caffeine	1067.0	1.11e-01										
Test243	11875	kel	1/h	plasma	582	caffeine	1068.0	9.12e-02										
Test243	11876	kel	1/h	plasma	582	caffeine	1069.0	6.88e-02										
Test243	11877	kel	1/h	plasma	582	caffeine	1070.0	1.54e-01										
Test243	11878	kel	1/h	plasma	582	caffeine	1071.0	1.84e-01										
Test243	11879	kel	1/h	plasma	582	caffeine	1072.0	9.99e-02										
Test243	11880	kel	1/h	plasma	582	caffeine	1073.0	1.16e-01										
Test243	11881	kel	1/h	plasma	582	caffeine	1074.0	1.78e-01										
Test243	11882	kel	1/h	plasma	582	caffeine	1075.0	2.06e-01										
Test243	11883	kel	1/h	plasma	582	caffeine	1076.0	3.50e-01										
Test243	11884	kel	1/h	plasma	582	caffeine	1077.0	2.90e-01										
Test243	11885	kel	1/h	plasma	582	caffeine	1078.0	1.72e-01										
Test243	11886	kel	1/h	plasma	582	caffeine	1079.0	2.56e-01										
Test243	11887	kel	1/h	plasma	582	caffeine	1080.0	1.73e-01										
Test243	11888	kel	1/h	plasma	582	caffeine	1081.0	9.21e-02										
Test243	11889	kel	1/h	plasma	582	caffeine	1082.0	1.73e-01										
Test243	11890	kel	1/h	plasma	582	caffeine	1083.0	1.55e-01										
Test243	11891	kel	1/h	plasma	582	caffeine	1084.0	1.82e-01										
Test243	11892	kel	1/h	plasma	582	caffeine	1085.0	1.34e-01										
Test243	11893	kel	1/h	plasma	582	caffeine	1086.0	2.05e-01										
Test243	11894	kel	1/h	plasma	582	caffeine	1087.0	1.24e-01										
Test243	11895	kel	1/h	plasma	582	caffeine	1088.0	6.67e-02										
Test243	11896	kel	1/h	plasma	582	caffeine	1089.0	7.70e-02										
Test243	11897	kel	1/h	plasma	582	caffeine	1090.0	1.51e-01										
Test243	11898	kel	1/h	plasma	582	caffeine	1091.0	1.58e-01										
Test243	11899	kel	1/h	plasma	582	caffeine	1092.0	1.48e-01										
Test243	11900	kel	1/h	plasma	582	caffeine	1093.0	1.94e-01										
Test243	11901	kel	1/h	plasma	582	caffeine	1094.0	8.19e-02										
Test243	11902	kel	1/h	plasma	582	caffeine	1095.0	6.13e-02										
Test243	11903	kel	1/h	plasma	582	caffeine	1096.0	1.45e-01										
Test243	11904	kel	1/h	plasma	582	caffeine	1097.0	1.52e-01										
Test243	11905	kel	1/h	plasma	582	caffeine	1098.0	9.57e-02										
Test243	11906	kel	1/h	plasma	582	caffeine	1099.0	1.55e-01										
Test243	11907	kel	1/h	plasma	582	caffeine	1100.0	1.55e-01										
Test243	11908	kel	1/h	plasma	582	caffeine	1101.0	2.78e-01										
Test243	11909	kel	1/h	plasma	582	caffeine	1102.0	1.06e-01										
Test243	11910	kel	1/h	plasma	582	caffeine	1103.0	1.11e-01										
Test243	11911	kel	1/h	plasma	582	caffeine	1104.0	2.46e-01										
Test243	11912	kel	1/h	plasma	582	caffeine	1105.0	1.16e-01										
Test243	11913	kel	1/h	plasma	582	caffeine	1106.0	1.69e-01										
Test243	11914	kel	1/h	plasma	582	caffeine	1107.0	1.47e-01										
Test243	11915	kel	1/h	plasma	582	caffeine	1108.0	1.80e-01										
Test243	11916	kel	1/h	plasma	582	caffeine	1109.0	1.56e-01										
Test243	11917	kel	1/h	plasma	582	caffeine	1110.0	9.47e-02										
Test243	11918	kel	1/h	plasma	582	caffeine	1111.0	1.60e-01										
Test243	11919	kel	1/h	plasma	582	caffeine	1112.0	2.81e-01										
Test243	11920	kel	1/h	plasma	582	caffeine	1113.0	1.10e-01										
Test243	11921	kel	1/h	plasma	582	caffeine	1114.0	1.76e-01										
Test243	11922	kel	1/h	plasma	582	caffeine	1115.0	1.68e-01										
Test243	11923	kel	1/h	plasma	582	caffeine	1116.0	1.72e-01										
Test243	11924	kel	1/h	plasma	582	caffeine	1117.0	1.39e-01										
Test243	11925	thalf	h	plasma	582	caffeine	1016.0	2.62e+00										
Test243	11926	thalf	h	plasma	582	caffeine	1017.0	3.03e+00										
Test243	11927	thalf	h	plasma	582	caffeine	1018.0	3.61e+00										
Test243	11928	thalf	h	plasma	582	caffeine	1019.0	3.10e+00										
